id,name,archetype
50292967,Past Image,
50304345,Evil HERO Infernal Prodigy,Evil HERO
50311058,Goblin Biker Grand Stampede,Goblin
50319138,Crashbug Z,
50321796,"Brionac, Dragon of the Ice Barrier",Ice Barrier
50323155,Black Horn of Heaven,
50354944,Gaia the Fierce Knight Origin,Gaia The Fierce Knight
50357013,Tokusano Shinkyojin,
50366775,Formud Skipper,
50371210,Beacon of White,Blue-Eyes
50383626,"Darkest Diabolos, Lord of the Lair",
50400231,Satellite Cannon,
50407691,Igknight Margrave,Igknight
50412166,Charm of Shabti,Gravekeeper's
50415441,Mimighoul Archfiend,Archfiend
50418970,Spirit Burner,
50426119,Degrade Buster,
50427388,That Wacky Magic!,
50433147,The Nordic Lights,Nordic
50449881,Shark Fortress,Shark
50457953,Mythic Tree Dragon,
50470982,The Paths of Destiny,
50474354,Bujingi Peacock,Bujin
50482813,Speedroid Fuki-Modoshi Piper,Speedroid
50485594,Rescue Hamster,Rescue Squad
50486289,Amazoness War Chief,Amazoness
50491121,Heroic Challenger - Spartan,Heroic
50501121,Darklord Rebellion,Darklord
50527144,Ghostrick Vanish,Ghostrick
50532786,Jawsman,
50546029,G Golem Dignified Trilithon,G Golem
50546208,Lunalight Yellow Marten,Lunalight
50548657,Prompthorn,
50554729,Amorphage Infection,Amorphage
50584941,Red Supremacy,Archfiend
50588353,Crystron Halqifibrax,Crystron
50590801,Elfnotes: Aristeia of Trust,Elfnote
50593156,Sand Gambler,
50596425,Nekroz Divinemirror,Nekroz
50599453,Leafplace Plaice,
50604072,Crimson Blader/Assault Mode,/Assault Mode
50604950,X-Saber Galahad,X-Saber
50608164,Masked HERO Koga,Masked HERO
50613779,Damage Mage,
50615578,"Karakuri Ninja mdl 7749 ""Nanashick""",Karakuri
50619462,Cattle Call,
50621530,Powered Tuner,
50642380,Gagaku-P.U.N.K. Wa Gon,P.U.N.K.
50643638,"Chanbar, the Flashy Sportsknight",
50669347,"Nephthys, the Sacred Preserver",Nephthys
50675040,Beast King Unleashed,
50684552,Wonder Garage,Roid
50687050,Arktos XII - Chronochasm Vaylantz,Vaylantz
50690129,Catche Eve L2,
50692511,Raidraptor - Call,Raidraptor
50696588,Dai Dance,
50699850,"Loris, Lady of Lament",Lady of Lament
50702124,Synchro Magnet,
50705071,Metalzoa,
50712728,Gravekeeper's Curse,Gravekeeper's
50720316,Elemental HERO Shadow Mist,Elemental HERO
50725996,Dark Magician Knight,Dark Magician
50727844,Synchro Forceback,Synchro
50732780,Stygian Security,
50750868,T.G. Trident Launcher,T.G.
50756327,"Crowley, the First Propheseer",Spellbook
50766506,Ninjitsu Art of Duplication,Ninja
50781944,Ancient Crimson Ape,
50785356,Feedback Warrior,
50789693,Armored Kappa,
50793215,Deep Sea Prima Donna,
50797682,Chronomaly Esperanza Glyph,Chronomaly
50810455,Tri-Brigade Kerass,Tri-Brigade
50820852,"Simorgh, Bird of Beginning",Simorgh
50823978,Piranha Army,
50834074,Kaitoptera,
50838440,Three in One,
50847759,Last Hope of Nephthys,Nephthys
50855622,Ultra Beetrooper Absolute Hercules,Beetrooper
50863093,Machina Irradiator,Machina
50866755,Fenghuang,
50893987,Gladiator Beast Tygerius,Gladiator Beast
50896944,Black Brachios,
50901852,"Gizmek Inaba, the Hopping Hare of Hakuto",Gizmek
50903514,Blue Flame Swordsman,
50907446,El Shaddoll Apkallone,Shaddoll
50913601,Mountain,
50915474,Goddess of the Two Sides,
50916353,Chthonian Soldier,
50920465,Blizzard Thunderbird,
50930991,Neo the Magic Swordsman,
50933533,Ancient Gear Gadjiltron Dragon,Ancient Gear
50939127,Different Dimension Dragon,
50947142,Scrap-Iron Signal,
50951254,Magmacho Dragon,
50951359,Tuner Capture,
50954680,Crystal Wing Synchro Dragon,
50957346,Raging Earth,
51011872,Trickstar Crimson Heart,Trickstar
51020079,Cyborg Doctor,
51023024,Reeshaddoll Wendi,Shaddoll
51028231,Abyss Actor - Sassy Rookie,Abyss Actor
51043053,Heliosphere Dragon,
51043243,Worm Cartaros,Worm
51047350,Card Breaker,
51053997,PSY-Frame Accelerator,PSY-Frame
51073802,Majespecter Porcupine - Yamarashi,Majespecter
51083544,Frost Tiger,
51085303,Elemental HERO Poison Rose,Elemental HERO
51091138,Fuse Line,
51097887,Tri-Brigade Airborne Assault,Tri-Brigade
51099515,Ghosts From the Past,
51119924,Puppet Plant,
51124303,Nekroz Kaleidoscope,Nekroz
51126152,Night Express Knight,Train
51132012,Grand Knight of the Red Lotus,
51192573,Cosmic Horror Gangi'el,Alien
51194046,Qliphort Monolith,Qli
51196174,The Calculator,
51196805,Ghostrick Skeleton,Ghostrick
51205763,Krawler Glial,Krawler
51208046,Trickstar Live Stage,Trickstar
51208877,Blast Held by Destiny,Exchange of the Spirit
51225407,Mayakashi Winter,Mayakashi
51227866,Sky Striker Mecha - Shark Cannon,Sky Striker
51228280,Dungeon Worm,Worm
51232472,"Gren, Tactician of Dark World",Dark World
51250293,Majespecter Wind,Majespecter
51254277,Big Jaws,
51254980,Naturia Mantis,
51267887,Raise Body Heat,
51275027,The Unhappy Maiden,
51282878,Fishborg Planter,Fishborg
51296484,"Saffira, Dragon Queen of the Voiceless Voice",Voiceless Voice
51303014,Wattsychic Fighting Porter,Watt
51316684,Infernoid Seitsemas,Infernoid
51324455,Underworld Egg Clutch,
51335426,Link Bound,
51339637,Salamangreat Roar,Salamangreat
51345461,Sword Hunter,
51351302,A Man with Wdjat,
51355346,Gaia Soul the Combustible Collective,
51365514,Hieratic Seal of Supremacy,Hieratic
51369889,Barrage Blast,Train
51371017,Princess of Tsurugi,
51391183,Abyss Actor - Wild Hope,Abyss Actor
51394546,Cemetary Bomb,
51402177,Sphinx Teleia,Sphinx
51402908,The Supremacy Sun,
51405049,Where Arf Thou?,
51409648,Rindbrumm the Striking Dragon,Albaz Dragon
51412776,Heritage of the Chalice,Noble Knight
51435705,Chronomaly Crystal Skull,Chronomaly
51447164,T.G. Blade Blaster,T.G.
51449743,Chain Detonation,
51452091,Royal Decree,
51473858,Goblin Biker Clatter Sploder,Goblin
51474037,Yamorimori,
51476410,Clock Lizard,
51481927,Spell Absorption,
51482758,Remove Trap,
51497409,D/D/D Stone King Darius,D/D
51510279,Magikey Duo,Magikey
51522296,Dogmatika Alba Zoa,Dogmatika
51531505,Dragonpit Magician,Magician
51534754,Yomi Ship,
51543904,Number 99: Utopic Dragon,Utopia
51546708,Dark Tuner Nightmare Hand,Dark Tuner
51548207,Hollowrokket Dragon,Rokket
51549976,Final Inzektion,Inzektor
51554871,"Kayenn, the Master Magma Blacksmith",Laval
51555725,Scrap Breaker,Scrap
51562916,Big Wave Small Wave,
51566770,Infernity Guardian,Infernity
51570882,Greedy Venom Fusion Dragon,Predaplant
51578214,Beetrooper Assault Roller,Beetrooper
51589188,Photon Trident,Photon
51606429,The Phantom Knights of Tomb Shield,Phantom Knights
51611041,"Epigonen, the Impersonation Invader",
51612489,Riot's Reason,
51616747,Nubian Guard,
51617185,Machina Megaform,Machina
51618973,"Avance, Swordsman of the Nekroz",Nekroz
51630558,Advance Draw,
51632798,"Fusilier Dragon, the Dual-Mode Beast",
51638941,V-Tiger Jet,ABC
51644030,Diabound Kernel,
51650038,Madolche Dessert,Madolche
51669847,Null Power Patron Realm - Vidria,Power Patron
51670553,Soul Devouring Bamboo Sword,Bamboo Sword
51684157,Heavenly Dragon Circle,Tenyi
51686645,Revenge Rally,
51697825,Jack-In-The-Hand,
51701885,D.D. Telepon,D.D.
51706604,Blizzard,
51717541,Infernity Break,Infernity
51728779,Darklord Amdusc,Darklord
51735257,Number 50: Blackship of Corn,
51773900,Calming Magic,
51777272,Lunalight Cat Dancer,Lunalight
51779204,Absolute Powerforce,Signature move
51782995,Defender of Nephthys,Nephthys
51786039,Nebula Dragon,
51788412,Chaos Ancient Gear Giant,Ancient Gear
51790181,Pot of Benevolence,Greed
51808422,XX-Saber Faultroll,X-Saber
51814159,Raidraptor - Necro Vulture,Raidraptor
51822687,Expurrely Happiness,Purrely
51826619,Magnet Warrior Sigma Plus,Magnet
51827737,Genex Recycled,Genex
51828629,Giltia the D. Knight,
51831560,Gem-Knight Nepyrim,Gem-
51838385,Theban Nightmare,
51849216,Dragunity Oubliette,Dragunity
51849482,"Finis Terrae, Tower of the Necroworld",
51852507,Rose Archer,Rose Dragon
51855378,Junk Blader,Junk
51858200,Predaplanet,Predaplant
51858306,Eclipse Wyvern,
51865604,ZS - Vanish Sage,Utopia
51912531,Mystic Macrocarpa Seed,
51916032,Jinzo - Jector,Jinzo
51916853,Magical Hound,
51925772,Dread Dragon,
51933043,Raidraptor - Heel Eagle,Raidraptor
51934376,Kabazauls,
51945556,Zaborg the Thunder Monarch,Monarch
51960178,Fairy Cheer Girl,
51962254,Hunter Owl,
51976476,Double Trap Hole,Hole
51987571,Rockstone Warrior,
51987572,Rockstone Token,
51993760,Dark Spirit of Banishment,
52020510,Dinomorphia Alert,Dinomorphia
52022648,Fairy Tail - Rella,
52031567,Elemental HERO Mudballman,Elemental HERO
52035300,The Immortal Bushi,
52038272,Infernoid Harmadik,Infernoid
52038441,Ghost Mourner & Moonlit Chill,
52040216,Harpie's Pet Dragon,Harpie
52068432,Nekroz of Trishula,Nekroz
52077741,Obnoxious Celtic Guard,Celtic Guard
52083044,Time Thief Temporwhal,Time Thief
52085072,Dystopia the Despondent,
52090844,Bowganian,
52097679,Shield & Sword,
52098461,Wrath of Neos,Elemental HERO
52101615,The Dark - Hex-Sealed Fusion,
52105192,Hidden Armory,
52112003,Card Advance,
52119435,Geonator Transverser,
52121290,Spherous Lady,
52126602,Gen the Diamond Tiger,
52128900,Synchro Gift,
52140003,Explosive Urchin,
52145422,Graydle Dragon,Graydle
52155219,Salamangreat Circle,Salamangreat
52158283,Chronomaly Colossal Head,Chronomaly
52159691,Raider's Wing,Raidraptor
52176579,Crystron Entry,Crystron
52182715,Green Duston,Duston
52198054,Blaze Accelerator Reload,Blaze Accelerator
52222372,Genex Turbine,Genex
52228131,Parry,Gladiator Beast
52240819,Abyss Actor - Evil Heel,Abyss Actor
52248570,Imprisoned Queen Archfiend,Archfiend
52253888,Light Law Medium,
52254878,Dimensional Allotrope Varis,
52263685,Peeking Goblin,
52265835,Ally of Justice Rudra,Ally of Justice
52277807,Salamangreat Spinny,Salamangreat
52286175,Trap Reactor Y FI,
52296675,Anchamoufrite,
52319752,Black Veloci,
52323207,Golem Sentry,
52323874,Raidraptor - Fiend Eagle,Raidraptor
52331012,Tri-Brigade Rugal the Silver Sheller,Tri-Brigade
52335937,Exosister Betrayal,Exosister
52339733,Lindbloom,
52340274,Galaxy Queen's Light,
52340444,Sky Striker Mecha - Hornet Drones,Sky Striker
52340445,Sky Striker Ace Token,Sky Striker
52346240,Lock Cat,
52350806,Danger! Mothman!,Danger!
52352005,XX-Saber Gottoms,X-Saber
52354896,Mathmech Multiplication,Mathmech
52367652,That Which Feeds on Life,
52370835,Heroic Challenger - Swordshield,Heroic
52382379,Nemleria Dream Devourer - Reveil,Nemleria
52394047,Gladiator Naumachia,Gladiator Beast
52404456,Madolche Messengelato,Madolche
52417194,Heavy Slump,
52430902,Psychic Jumper,
52445243,Tri-Edge Master,
52467217,Gozuki,
52472775,Prayers of the Voiceless Voice,Voiceless Voice
52481437,Super Express Bullet Train,Train
52495649,Balameuniere de Nouvelles,Nouvelles
52496105,Gladiator Beast's Battle Manica,Gladiator Beast
52497105,Berserk Scales,
52502677,Gladiator Beast Attorix,Gladiator Beast
52503575,Final Attack Orders,
52512994,Kasha,
52518793,Colosseum - Cage of the Gladiator Beasts,Gladiator Beast
52534264,Second Expedition into Danger!,Danger!
52543404,Ragnaraika Armored Lizard,Ragnaraika
52550973,Pharaoh's Servant,
52551211,Shaddoll Hound,Shaddoll
52553102,Jurrac Astero,Jurrac
52553471,Over Fusion,Fusion
52558805,Temtempo the Percussion Djinn,Djinn
52566270,Epsilon The Magnet Warrior,Magnet Warrior
52571838,Creeping Doom Manta,
52575195,Vivid Knight,
52584282,Hercules Beetle,
52589809,Wandering King Wildwind,
52596406,White Sunfish,White
52601736,Inzektor Hopper,Inzektor
52607696,Mirage Mirror Force,Mirror Trap
52615248,Progleo,
52624755,Peten the Dark Clown,
52628687,Spellbook of Life,Spellbook
52639377,Underworld Fighter Balmung,
52644170,Crossmind Archfiend,Archfiend
52645235,Epurrely Happiness,Purrely
52648457,Gorgon's Eye,
52653092,Number S0: Utopic ZEXAL,Utopia
52665542,Lightsworn Sanctuary,Lightsworn
52675689,Invitation to a Dark Sleep,
52684508,Inferno Fire Blast,Red-Eyes
52687916,"Trishula, Dragon of the Ice Barrier",Ice Barrier
52698008,Cyberse Wicckid,
52702748,D.D. Guide,D.D.
52707042,Libromancer Mystigirl,Libromancer
52709508,Genex Ally Triforce,Genex
52711246,Shiranui Squiresaga,Shiranui
52714670,Metaphys Dimension,Metaphys
52738610,Dance Princess of the Nekroz,Nekroz
52768103,KA-2 Des Scissors,
52768390,Dark Creator,Fan-Made Cards
52782439,Exceptional Schedule,Train
52786469,Laval Warrior,Laval
52792430,Predaplant Spinodionaea,Predaplant
52800428,Fiend's Hand,
52807032,Dinomorphia Sonic,Dinomorphia
52817046,Mind Wipe,
52823314,Tour Bus From the Underworld,
52824910,Kaiser Glider,
52833089,Black Thunder,Blackwing
52834429,The Weather Auroral Canvas,The Weather
52838896,Summoning Swarm,Battlewasp
52840267,Darklord Ixchel,Darklord
52840598,Bri Synchron,Synchron
52843699,"Simorgh, Bird of Perfection",Simorgh
52846880,Nekroz of Catastor,Nekroz
52854600,Tenyi Spirit - Suruya,Tenyi
52860176,Possessed Dark Soul,
52869807,Blackwing - Gust the Backblast,Blackwing
52875873,Evolution Burst,Cyber Dragon
52900000,Shinobaron Peacock,Shinobird
52900379,Blackwing - Brisote the Tailwind,Blackwing
52904476,Matriarch of Nephthys,Nephthys
52913738,Ritual of Destruction,
52918032,Mementotlan Ghattic,Memento
52927340,Altergeist Kunquery,Altergeist
52945066,Marincess Wave,Marincess
52947044,Fusion Destiny,Destiny HERO
52962804,Dragunity Draft,Dragunity
52963531,Performapal Splashmammoth,Performapal
52971673,Token Sundae,
52971944,Sealing Ceremony of Katon,
52977572,Dragunity Pilum,Dragunity
53008933,Archfiend's Advent,Archfiend
53025096,Odd-Eyes Dragon,Odd-Eyes
53027855,Windrose the Elemental Lord,Elemental Lord
53039326,Iron Core Specimen Lab,Koa'ki Meiru
53046408,Emergency Provisions,
53054164,Joyous Melffys,Melffy
53054833,Speedroid Double Yoyo,Roid
53063039,Malefic Claw Stream,Malefic
53077251,Universal Adapter,
53085623,Mermail Shadow Squad,Atlantean
53087962,Ursarctic Septentrion,Ursarctic
53090623,Yellow-Bellied Oni,
53094821,Toon Terror,Toon
53100061,X-Saber Axel,X-Saber
53112492,Anti-Spell,Anti
53116300,Steelswarm Caller,Steelswarm
53119267,Magical Thorn,
53129443,Dark Hole,Hole
53134520,Phantasmal Summoning Beast,Phantasm
53136004,Emperor of Prophecy,Spellbook
53143898,Altergeist Marionetter,Altergeist
53152590,Iron Chain Coil,Iron Chain
53153481,Armaill,
53154400,Psychic Rover,
53162898,Amazoness Sage,Amazoness
53167658,Blockout Curtain,
53174748,Mikanko Spiritwalk,Mikanko
53180020,"Exa, Enforcer of the Nekroz",Nekroz
53183600,Blue-Eyes Toon Dragon,Toon
53184342,Dragunity Arma Gram,Dragunity
53193261,Wattkey,Watt
53194323,Dark Element,
53199020,Fabled Dianaira,Fabled
53208660,Pendulum Call,Magician
53212882,Floowandereeze & Snowl,Floowandereeze
53239672,Spirit Barrier,
53241226,Cross Over,
53244294,Number 57: Tri-Head Dust Dragon,
53246495,Infernity Queen,Infernity
53251824,Raidraptor - Vanishing Lanius,Raidraptor
53257892,Gigaplant,
53262004,Odd-Eyes Vortex Dragon,Odd-Eyes
53265336,Solfachord Scale,Solfachord
53266486,Anesthrokket Dragon,Rokket
53270092,Han-Shi Kyudo Spirit,Martial Art Spirit
53274132,Iron Chain Repairman,Iron Chain
53276089,Ryzeal Mass Driver,Ryzeal
53286626,Sunvine Sowing,Sunvine
53291093,Mysterious Triangle,Alien
53293545,Firegrass,
53303460,Impcantation Candoll,Impcantation
53309998,Sea Archiver,
53315891,Timaeus the Knight of Destiny,Legendary Knight
53318263,"Bahalutiya, the Grand Radiance",
53323475,Puppet Shark,Puppet
53325667,Garden Rose Maiden,Rose Dragon
53329234,Sinful Spoils of Slumber - Morrian,Sinful Spoils
53330789,Vanquish Soul Trinity Burst,Vanquish Soul
53334471,Gozen Match,
53334641,Ghostrick Angel of Mischief,Ghostrick
53341729,Light-Imprisoning Mirror,
53347303,Blue-Eyes Shining Dragon,Blue-Eyes
53363708,Supermagic Sword of Raptinus,
53375573,Dark King of the Abyss,
53388413,"Commander Gottoms, Swordmaster",
53389254,Assault Blackwing - Sohaya the Rain Storm,Blackwing
53404966,Infernoble Knight Ricciardetto,Infernoble Knight
53408006,Gem-Merchant,Gem-
53413628,Code Talker,Code Talker
53416326,Fairyant the Circular Sorcerer,
53417695,Escape of the Unchained,Unchained
53442500,End of the Line,
53451824,Mecha Phantom Beast Concoruda,Mecha Phantom Beast
53461122,Earth Effigy,
53466722,First of the Dragonlords,
53466826,Heroic Chance,Heroic
53481938,Rokket Barrage,Rokket
53485634,Red-Eyes Retro Dragon,Red-Eyes
53490455,Salamangreat Raccoon,Salamangreat
53493204,Goddess with the Third Eye,
53503015,Frozen Rose,Rose Dragon
53519297,Blackboost,Blackwing
53527835,Dark City,Destiny HERO
53530069,Spirit of the Breeze,
53535814,Judge of the Ice Barrier,Ice Barrier
53539634,Sanwitch,
53540729,Wind-Up Warrior,Wind-Up
53541822,Ancient Gear Duel,Ancient Gear
53545926,Token Support,
53550467,Noble Knight Drystan,Noble Knight
53557529,Whirlwind Fur Hire,Fur Hire
53567095,Icarus Attack,
53569894,Pyramid of Light,Sphinx
53573406,Masked Chameleon,
53577438,Mathmech Nabla,Mathmech
53581214,Fire Reaper,
53582587,Torrential Tribute,
53586134,Bubble Blaster,Elemental HERO
53589300,Nerva the Power Patron of Creation,Power Patron
53606874,Big Insect,
53610653,Bound Wand,
53618197,Confiras de Nouvelles,Nouvelles
53618293,Sunvine Maiden,Sunvine
53620899,Mahjong Munia Maidens,
53623827,Top Runner,
53624265,Unchained Twins - Rakea,Unchained
53639887,Divine Temple of the Snake-Eye,Snake-Eye
53656677,Power Frame,
53666449,"Minerva, Scholar of the Sky",
53670497,Hieratic Seal From the Ashes,Hieratic
53678698,Bujin Mikazuchi,Bujin
53693416,Eagle Eye,
53701259,Awakening of the Sacred Beasts,Sacred Beast
53701457,Number 28: Titanic Moth,
53713014,Crazy Fish,
53714009,Flamvell Uruquizas,Flamvell
53724621,Performapal Guitartle,Performapal
53742162,Icejade Erosion,Icejade
53753697,Zoa the Fiendish Beast,
53754104,Guard Mantis,
53765052,Diabellze the Original Sinkeeper,
53770666,Armament Reincarnation,
53776525,Gigobyte,
53776969,Scareclaw Light-Heart,Scareclaw
53778229,Silent Graveyard,
53782828,S-Force Retroactive,S-Force
53792930,K9-X Forced Release,K9
53797637,"Burner, Dragon Ruler of Sparks",
53804307,"Blaster, Dragon Ruler of Infernos",
53813120,Radiant Typhoon Mandate,Radiant Typhoon
53819028,Predaplant Sarraceniant,Predaplant
53819808,Temple of the Six,Six Samurai
53828396,Adhesive Explosive,
53829412,Griffore,
53829527,Crystron Cluster,Crystron
53830602,Fungi of the Musk,
53832650,Meotoko,
53839837,Vampire Lord,Vampire
53842431,Mythical Beast Master Cerberus,Mythical Beast
53855409,Doppelwarrior,
53855410,Doppel Token,
53860621,Glowing Crossbow,Blackwing
53865474,Ursarctic Slider,Ursarctic
53871273,Chaos Valkyria,Chaos
53890795,Rocket Jumper,
53904087,Lahamu the Messenger of Sacred Scripture,
53921056,General Gantala of the Ice Barrier,Ice Barrier
53923690,Omega Judgment,
53927679,Fire Trooper,
53927851,"Radiant Typhoon Varuroon, the Vibrant Vortex",Radiant Typhoon
53932291,Speedroid Taketomborg,Roid
53936268,Personal Spoofing,Altergeist
53944920,Genex Furnace,Genex
53950487,Battlewasp - Halberd the Charge,Battlewasp
53956001,The Weather Cloudy Canvas,The Weather
53971455,Despian Luluwalilith,Despia
53981499,Mighty Warrior,
53982768,Dark Ruler Ha Des,
53989821,SPYRAL GEAR - Utility Wire,SPYRAL
54020393,Enneacraft Release,Enneacraft
54031490,Shien's Smoke Signal,Six Samurai
54040221,Royal Firestorm Guards,
54040484,Chaos Core,Sacred Beast
54048462,Fabled Valkyrus,Fabled
54059040,Eisbahn,
54077752,Stare of the Snake Hair,Call of the Haunted
54082269,Blackwing Full Armor Master,Blackwing
54088068,Gouki Headbatt,Gouki
54092240,Celestial Apparatus Tesea,Adventurer
54094821,Ritual Buster,
54098121,Mysterious Puppeteer,
54100561,FaSolfachord Fancia,Solfachord
54109233,Infinite Dismissal,
54112932,Potato & Chips,
54120521,The Legend of Tickets,
54126514,Altergeist Peritrator,Altergeist
54135423,Flower Cardian Willow,Flower Cardian
54143349,Radiant Typhoon Eldam,Radiant Typhoon
54149433,Fire King Avatar Garunix,Fire King
54161401,Naturia Rock,Naturia
54175023,Dimension Guardian,
54178050,Dragon's Rage,
54178659,The Weather Painter Rainbow,The Weather
54185227,Vision HERO Gravito,Vision HERO
54191698,Number 29: Mannequin Cat,
54199839,Metaphys Ascension,Metaphys
54207171,Mementotlan Akihiron,Memento
54239282,Old Mind,
54241725,The Prime Monarch,Monarch
54248491,Relinquished Spider,
54250060,Empowerment,Aether
54257392,Live☆Twin Ki-sikil Frost,Ki-sikil
54261514,Final Bringer of the End Times,
54265980,DoomZ VII Seven - Elara,DoomZ
54266211,Evolsaur Vulcano,Evolsaur
54283059,Parallel World Fusion,Elemental HERO
54289683,Power Capsule,
54297661,Dimension Reflector,
54306223,Venom Swamp,Venom
54320860,Infernity Patriarch,Infernity
54326448,Flamvell Archer,Flamvell
54332792,Neo Kaiser Sea Horse,
54334420,Floowandereeze & Eglen,Floowandereeze
54338958,Steelswarm Cell,Steelswarm
54340229,Sunavalon Bloom,Sunavalon
54343893,Vice Dragon,
54351224,Ritual Weapon,
54358015,Galaxy Stealth Dragon,
54359696,Stoic of Prophecy,Spellbook
54360049,Catoblepas and the Witch of Fate,
54366836,Number 54: Lion Heart,
54374642,A.I.'s Show,A.I.
54387923,TiSolfachord Beautia,Solfachord
54399598,Fleeting Flower of the Magician,
54401832,Metalfoes Crimsonite,Metalfoes
54407825,Earthshattering Event,
54408264,Magikey Battle,Magikey
54415063,Harpie Lady 3,Harpie
54423935,Raidraptor Replica,Raidraptor
54446813,Dinowrestler Martial Ampelo,Dinowrestler
54447022,Soul Charge,
54451023,Plant Food Chain,
54455435,"Winda, Priestess of Gusto",Gusto
54455664,Dragunity Brandistock,Dragunity
54458867,Squib Draw,Rokket
54475145,Heart of the Blue-Eyes,Blue-Eyes
54484652,Black Luster Soldier - Super Soldier,Black Luster Soldier
54485355,Sublimation Knight,
54490275,Ghostrick Yuki-onna,Ghostrick
54493213,Helios - The Primordial Sun,
54497620,Gadget Driver,Gadget
54498517,Gigantic Spright,Spright
54507222,Galaxy Worm,
54512827,Ghostrick Lantern,Ghostrick
54514594,Volcanic Hammerer,Volcanic
54520292,Koa'ki Meiru Ice,Koa'ki Meiru
54525057,Crusadia Draco,Crusadia
54527349,Darklord Uprising,Darklord
54529134,Salamangreat Transcendence,Salamangreat
54537489,Mare Mare,
54537490,Mini Mare Mare Token,
54539105,War-Lion Ritual,
54541900,Karbonala Warrior,
54550967,Mementotlan Angwitch,Memento
54562327,Stake your Soul!,Vanquish Soul
54563536,Machina Resavenger,Machina
54564198,Monster Rebirth,
54569495,Marincess Crown Tail,Marincess
54573517,T.G. All Clear,T.G.
54578613,Dragunity Legionnaire,Dragunity
54579801,High Tide Gyojin,
54582424,Blue Mountain Butterspy,Butterspy
54591086,Virus Cannon,
54594017,Blackwing - Sharnga the Waning Moon,Blackwing
54603525,Clear Wing Synchro Dragon of the Four Heavenly Dragons,Clear Wing
54611591,"Hallo, the Spirit of Tricks",
54615781,Spirit of the Winds,
54620698,Gem-Knight Tourmaline,Gem-
54622031,Great Mammoth of Goldfine,
54629413,Guerilla Kite,
54631665,SPYRAL Resort,SPYRAL
54631834,Terminal World,
54635100,Linkerbell,
54635862,Gentlemander,
54652250,Man-Eater Bug,
54656181,Colonel on C-String,
54656950,Anchorbolt Hedgehog,
54658815,Remote Rebirth,
54670997,Gold Pride - Better Luck Next Time!,Gold Pride
54693926,Dark Ruler No More,
54700519,Ursarctic Megatanus,Ursarctic
54701958,Lunalight Liger Dancer,Lunalight
54702678,"Barbaroid, the Ultimate Battle Machine",Roid
54704216,Nightmare Wheel,
54706054,The Calibrator,
54719828,Number 16: Shock Master,
54725177,Galaxy-Eyes Photon Change Dragon,Change
54734082,Magnet Induction,Magnet Warrior
54747648,Green Turtle Summoner,
54749427,Destiny HERO - Defender,Destiny HERO
54752875,Twin-Headed Thunder Dragon,Thunder Dragon
54757758,Mudragon of the Swamp,
54762426,Treasure Map,
54766667,Light Effigy,
54772065,Battlewasp - Twinbow the Attacker,Battlewasp
54773234,Forbidden Scripture,Forbidden
54807656,Wailing of the Unchained Souls,Unchained
54813225,Duck Fighter,
54828837,Cerulean Skyfire,Sacred Beast
54842941,Enneacraft - Atori.MAR,Enneacraft
54844990,Skull Stalker,
54851325,Realm Eulogy,
54860010,Worm Prince,Worm
54862960,Ni-Ni the Mirror Mikanko,Mikanko
54878498,Kelbek,
54878729,Chronicle Sorceress,
54880296,Yosenju Wind Worship,Yosenju
54895237,The Weather Painter Sun,The Weather
54903668,Yosenjus' Secret Move,Yosenju
54912977,Ancient Lamp,
54913680,Six Scrolls of the Samurai,Six Samurai
54919528,"K9-ØØ ""Hound""",K9
54927180,Fukubiki,
54936498,Influence Dragon,
54936778,Dark Contract with the Different Dimension,Dark Contract
54941203,Tuning Magician,
54959865,Neo-Spacian Air Hummingbird,Neo-Spacian
54965929,Mythical Beast Medusa,Mythical Beast
54974237,Eradicator Epidemic Virus,
54976796,Level Limit - Area A,
54977057,Cards from the Sky,
55001420,Arcane Archer of the Forest,
55008284,The League of Uniform Nomenclature,
55010259,Gold Gadget,Gadget
55013285,Troop Dragon,
55014050,Water Girl,
55031170,K9-66b Lantern,K9
55034079,Link Turret,Rokket
55046718,Vylon Component,Vylon
55049722,S-Force Chase,S-Force
55051920,Orcustrated Core,Orcust
55063681,Power Supplier,
55063751,"Gameciel, the Sea Turtle Kaiju",Kaiju
55067058,Number 19: Freezadon,
55072170,Witchcrafter Masterpiece,Witchcrafter
55088578,Onomatokage,Dododo
55099248,Naturia Strawberry,Naturia
55100740,Chemicritter Hydron Hawk,Chemicritter
55106249,Deskbot 006,Deskbot
55117418,Nega-Ton Corepanel,Koa'ki Meiru
55119278,Morphtronic Radion,Morphtronic
55125728,Vera the Vernusylph Goddess,Vernusylph
55136228,Indomitable Gladiator Beast,Gladiator Beast
55144522,Pot of Greed,Greed
55151012,Icejade Tremora,Icejade
55154048,Nordic Relic Draupnir,Aesir
55154344,Ryu-Ge Realm - Wyrm Winds,Ryu-Ge
55158350,Fusion Draft,Polymerization
55168550,Galaxy Brave,Photon
55171412,Elemental HERO Aqua Neos,Elemental HERO
55204071,Gimmick Puppet Nightmare,Gimmick Puppet
55210709,Lisark,
55226153,DoSolfachord Cutia,Solfachord
55226821,Lightning Blade,
55241609,Crusadia Reclusia,Crusadia
55256016,Judgment of Anubis,
55262310,Amaze Attraction Rapid Racing,Attraction
55271628,Tyrant's Throes,
55272555,Mementotlan-Horned Dragon,Memento
55273560,"Incredible Ecclesia, the Virtuous",
