id,name,country,event_date,winner,format,slug,player_count,is_approximate_player_count
250,Des Moines WCQ Regional,United States,2023-04-16,Daniel Savage,TCG,des-moines-wcq-regional-250,270,False
251,Mexico City WCQ Regional,Mexico,2023-04-15,,TCG,mexico-city-wcq-regional-251,116,True
252,Alessandria WCQ Regional,Italy,2023-04-15,Matteo Rimondini,TCG,alessandria-wcq-regional-252,150,False
253,Ljubljana WCQ Regional,Slovenia,2023-04-15,,TCG,ljubljana-wcq-regional-253,120,False
254,Bolzano WCQ Regional,Italy,2023-04-15,,TCG,bolzano-wcq-regional-254,150,True
255,Valencia WCQ Regional,Spain,2023-04-16,Joan Montilla,TCG,valencia-wcq-regional-255,89,False
256,Xalapa WCQ Regional,Mexico,2023-02-18,Jesus Paredes,TCG,xalapa-wcq-regional-256,54,True
257,PPG Origins,United States,2021-10-03,James Frazier,TCG,ppg-origins-257,230,True
258,Luxembourg WCQ Regional,Luxembourg,2021-11-06,Adnan Kamick,TCG,luxembourg-wcq-regional-258,45,True
259,Graz WCQ Regional,Austria,2021-11-13,Ilian E.,TCG,graz-wcq-regional-259,54,True
260,Hawaii WCQ Regional,United States,2021-12-05,Robert Phinazee,TCG,hawaii-wcq-regional-260,67,True
261,Queretaro WCQ Regional,Mexico,2022-12-11,Alan Román,TCG,queretaro-wcq-regional-261,45,True
262,Puerto Ordaz WCQ Regional,Venezuela,2023-01-07,Emil Beecha,TCG,puerto-ordaz-wcq-regional-262,58,True
263,Indiana WCQ Regional,United States,2022-03-26,Clifton Scott Land II,TCG,indiana-wcq-regional-263,103,True
264,Saint Austell WCQ Regional,United Kingdom,2023-04-16,Tim Cox,TCG,saint-austell-wcq-regional-264,60,False
265,Auckland WCQ Regional,New Zealand,2022-04-30,Connor B.,TCG,auckland-wcq-regional-265,42,True
266,The Side Deck WCQ Regional,United States,2022-05-07,Tej Amin,TCG,the-side-deck-wcq-regional-266,140,True
267,Master Circuit Series Week 11,United States,2023-04-22,Chris,Master Duel,master-circuit-series-week-11-267,200,False
268,Caserta WCQ Regional,Italy,2023-04-23,,TCG,caserta-wcq-regional-268,135,False
269,Toronto WCQ Regional,Canada,2023-04-23,Joshua James Goncalves,TCG,toronto-wcq-regional-269,336,False
270,Nerviano WCQ Regional,Italy,2023-04-23,Alessandro Lanzani,TCG,nerviano-wcq-regional-270,158,False
271,Perth WCQ Regional,Australia,2023-04-23,,TCG,perth-wcq-regional-271,120,True
272,Providence WCQ Regional,United States,2023-04-23,Kenneth Allen,TCG,providence-wcq-regional-272,280,False
273,Aldebaran Remote WCQ Regional,Mexico,2023-04-23,,TCG,aldebaran-remote-wcq-regional-273,100,False
274,Osnabrück WCQ Regional,Germany,2023-04-22,,TCG,osnabrück-wcq-regional-274,150,False
275,Maintal WCQ Regional,Germany,2023-04-23,Tim Bayer,TCG,maintal-wcq-regional-275,436,False
276,Kentucky WCQ Regional,United States,2023-04-22,,TCG,kentucky-wcq-regional-276,240,False
277,Berlin WCQ Regional,Germany,2023-04-23,,TCG,berlin-wcq-regional-277,235,False
278,Catania WCQ Regional,Italy,2023-04-23,,TCG,catania-wcq-regional-278,123,False
279,Banja Luka WCQ Regional,Bosnia and Herzegovina,2023-04-23,VedoSan,TCG,banja-luka-wcq-regional-279,48,False
280,Gyor WCQ Regional,Hungary,2023-04-22,,TCG,gyor-wcq-regional-280,100,False
281,Palmerstorm North WCQ Regional,New Zealand,2023-04-22,Matt Wilson,TCG,palmerstorm-north-wcq-regional-281,39,False
282,Mérida WCQ Regional,Mexico,2023-04-22,Karim Sibaja,TCG,merida-wcq-regional-282,200,False
283,Ciudad de Panama WCQ Regional,Panama,2023-04-23,,TCG,ciudad-de-panama-wcq-regional-283,150,False
284,Zoetermeer WCQ Regional,Netherlands,2023-04-09,,TCG,zoetermeer-wcq-regional-284,100,False
285,Pasadena WCQ Regional,United States,2023-04-29,Kyle Alan Waterbury,TCG,pasadena-wcq-regional-285,425,False
286,Vilnius WCQ Regional,Lithuania,2023-04-29,Mantas Mežanskas,TCG,vilnius-wcq-regional-286,54,False
287,Master Circuit Series Week 12,United States,2023-04-29,Menethil,Master Duel,master-circuit-series-week-12-287,200,False
288,Houston WCQ Regional,United States,2023-03-18,Michael Tamez,TCG,houston-wcq-regional-288,105,True
289,Newcastle WCQ Regional,United Kingdom,2023-02-18,Bernardo Godinho,TCG,newcastle-wcq-regional-289,54,True
290,Rouen WCQ Regional,France,2023-03-05,Dorian Cacitti-Holland,TCG,rouen-wcq-regional-290,56,True
291,Hartford WCQ Regional,United States,2023-02-26,Jose Miguel Lopez Zamarano,TCG,hartford-wcq-regional-291,120,True
292,Westende WCQ Regional,Belgium,2023-04-23,Solemn Gaming,TCG,westende-wcq-regional-292,64,False
293,Stay Weird Remote WCQ Regional,United States,2023-04-23,,TCG,stay-weird-remote-wcq-regional-293,100,False
294,Columbus WCQ Regional,United States,2023-04-29,Charley Futch,TCG,columbus-wcq-regional-294,600,False
295,Burnaby WCQ Regional,Canada,2023-04-29,Oliver Wallace Desmond,TCG,burnaby-wcq-regional-295,116,False
296,Richmond WCQ Regional,United States,2023-04-29,Arturo Maruri Jr.,TCG,richmond-wcq-regional-296,400,False
297,Cartagena WCQ Regional,Spain,2023-04-08,,TCG,cartagena-wcq-regional-297,100,False
298,Brasília WCQ Regional,Brazil,2023-04-29,Main Deck,TCG,brasilia-wcq-regional-298,72,False
299,Coatzacoalcos WCQ Regional,Mexico,2023-04-30,Javier Ovando,TCG,coatzacoalcos-wcq-regional-299,180,False
300,Paris WCQ Regional,France,2023-04-29,,TCG,paris-wcq-regional-300,288,False
301,Brisbane WCQ Regional,Australia,2023-04-22,Lachlan Robertson,TCG,brisbane-wcq-regional-301,100,False
302,"Valencia, Venezuela WCQ Regional",Venezuela,2023-04-15,Miguel Ohep,TCG,valencia-venezuela-wcq-regional-302,120,False
303,Riyadh WCQ Regional,Saudi Arabia,2023-04-28,,TCG,riyadh-wcq-regional-303,100,False
304,Saskatchewan WCQ Regional,Canada,2023-03-18,Cody Roulette,TCG,saskatchewan-wcq-regional-304,100,False
305,Mersch WCQ Regional,Luxembourg,2023-05-06,,TCG,mersch-wcq-regional-305,48,False
306,Canterbury WCQ Regional,United Kingdom,2023-05-06,Pasha Gandomcar,TCG,canterbury-wcq-regional-306,128,False
307,Des Moines WCQ Regional (CYAC),United States,2023-05-06,Will Morrison,TCG,des-moines-wcq-regional-cyac-307,280,False
308,Catskill WCQ Regional,United States,2023-05-06,,TCG,catskill-wcq-regional-308,140,False
309,Portland WCQ Regional (CYAC),United States,2023-05-06,Kyle Waterbury,TCG,portland-wcq-regional-cyac-309,300,False
310,Portugal National Championship 2023,Portugal,2023-05-06,Adrián Quintás,TCG,portugal-national-championship-2023-310,152,False
311,Ireland National Championship 2023,Ireland,2023-05-07,Luke Smythe,TCG,ireland-national-championship-2023-311,206,False
312,Nashville WCQ Regional,United States,2023-05-06,Elijah Green,TCG,nashville-wcq-regional-312,128,False
313,Master Circuit Series Week 13,United States,2023-05-06,Alex00000,Master Duel,master-circuit-series-week-13-313,200,False
314,Boulouris WCQ Regional,France,2023-05-06,,TCG,boulouris-wcq-regional-314,160,False
315,Kissimmee WCQ Regional (CYAC),United States,2023-05-06,Joe Winkler,TCG,kissimmee-wcq-regional-cyac-315,400,False
317,Mendenhall WCQ Regional,United States,2023-05-07,Aaron Lewis,TCG,mendenhall-wcq-regional-317,160,False
318,Seattle WCQ Regional,United States,2023-05-07,Michael Ezana,TCG,seattle-wcq-regional-318,300,False
319,Palermo WCQ Regional,Italy,2023-05-07,Giuseppe Dainotti,TCG,palermo-wcq-regional-319,128,False
320,Fréjus WCQ Regional,France,2023-05-07,,TCG,frejus-wcq-regional-320,120,False
321,Stay Weird Gaming Remote WCQ Regional,United States,2023-05-06,Addison Zheng,TCG,stay-weird-gaming-remote-wcq-regional-321,51,False
322,Israel National Championship 2023,Israel,2023-05-09,Gal Sonnenfeld,TCG,israel-national-championship-2023-322,124,False
323,Lubbock WCQ Regional,United States,2023-05-13,Denny Vu,TCG,lubbock-wcq-regional-323,280,False
324,Sweden National Championship 2023,Sweden,2023-05-14,Loa Strandberg,TCG,sweden-national-championship-2023-324,88,False
325,Kingsford WCQ Regional,Australia,2023-05-14,Andy Liu,TCG,kingsford-wcq-regional-325,61,False
326,Switzerland National Championship 2023,Switzerland,2023-05-13,Jeremy Bays,TCG,switzerland-national-championship-2023-326,309,False
327,Master Circuit Series Week 14,United States,2023-05-13,alex00000,Master Duel,master-circuit-series-week-14-327,200,False
328,Brazil National Championship 2023,Brazil,2023-05-14,Leonardo Martins,TCG,brazil-national-championship-2023-328,700,True
329,Omaha WCQ Regional,United States,2023-05-14,Zak Bassett,TCG,omaha-wcq-regional-329,80,False
330,Mönchengladbach WCQ Regional,Germany,2023-05-14,Anthony Lopes,TCG,mönchengladbach-wcq-regional-330,196,False
331,Santa Clara WCQ Regional,United States,2023-05-13,Tyler Sondhi,TCG,santa-clara-wcq-regional-331,380,False
332,Greece National Championship 2023,Greece,2023-05-14,Christos Mourikis,TCG,greece-national-championship-2023-332,232,False
333,Missouri WCQ Regional,United States,2022-10-08,Jackson Madden,TCG,missouri-wcq-regional-333,80,True
334,Lubbock WCQ Regional,United States,2023-01-14,,TCG,lubbock-wcq-regional-334,112,True
335,Guadalajara WCQ Regional,Mexico,2023-01-28,Esciquio Burgos,TCG,guadalajara-wcq-regional-335,45,True
336,Rio de Janeiro WCQ Regional,Brazil,2023-03-19,Matheus Braga,TCG,rio-de-janeiro-wcq-regional-336,67,True
337,Nantes WCQ Regional,France,2023-03-18,,TCG,nantes-wcq-regional-337,45,True
338,Tijuana WCQ Regional,Mexico,2023-03-18,Nicolás González,TCG,tijuana-wcq-regional-338,43,True
339,South America Remote Duel YCS,Brazil,2021-07-10,Andres David T.,TCG,south-america-remote-duel-ycs-339,1179,False
340,El Salvador National Championship 2023,El Salvador,2023-05-07,Wilfredo Avelenda,TCG,el-salvador-national-championship-2023-340,196,False
341,Guatemala National Championship 2023,Guatemala,2023-05-07,Sebastian Muralles Quezada,TCG,guatemala-national-championship-2023-341,180,False
342,Costa Rica National Championship 2023,Costa Rica,2023-05-07,Kevin Martinez,TCG,costa-rica-national-championship-2023-342,400,False
343,Memmingen WCQ Regional,Germany,2023-05-14,Theodor Mishev,TCG,memmingen-wcq-regional-343,64,False
344,Punta Marina Terme WCQ Regional,Italy,2023-05-14,,TCG,punta-marina-terme-wcq-regional-344,76,False
345,Knoxville WCQ Regional (CYAC),United States,2023-05-14,Luke Frangella,TCG,knoxville-wcq-regional-cyac-345,340,False
346,Bolivia National Championship 2023,Bolivia,2023-05-14,Eddie Alba,TCG,bolivia-national-championship-2023-346,200,True
347,Ecublens WCQ Regional,Switzerland,2023-05-07,Lucas Serra,TCG,ecublens-wcq-regional-347,58,False
348,Weston Super-Mare WCQ Regional,United Kingdom,2023-05-14,,TCG,weston-super-mare-wcq-regional-348,78,False
349,Cartagena WCQ Regional (CYAC),Colombia,2023-05-07,,TCG,cartagena-wcq-regional-cyac-349,80,False
350,Victoria State Championship 2023,Australia,2023-05-20,Zhenghao Shi,TCG,victoria-state-championship-2023-350,129,False
351,Master Circuit Series Week 15,United States,2023-05-20,p_shift,Master Duel,master-circuit-series-week-15-351,200,False
352,Spain National Championship 2023,Spain,2023-05-21,Antonio Torres,TCG,spain-national-championship-2023-352,380,False
353,Western Australia State Championship,Australia,2023-05-21,Yatin Patel,TCG,western-australia-state-championship-353,64,True
354,Baton Rouge WCQ Regional,United States,2023-05-20,,TCG,baton-rouge-wcq-regional-354,110,False
355,San Juan WCQ Regional,Puerto Rico,2023-05-14,,TCG,san-juan-wcq-regional-355,80,True
356,Croatia National Championship 2023,Croatia,2023-05-20,Luka Forjan,TCG,croatia-national-championship-2023-356,192,False
357,Bulgaria National Championship 2023,Bulgaria,2023-05-20,Viktor Yordanov,TCG,bulgaria-national-championship-2023-357,154,False
358,YCS Santiago,Chile,2023-05-20,Eddie Andre Alba,TCG,ycs-santiago-358,488,False
359,New South Wales State Championship 2023,Australia,2023-05-21,Poe Jiang,TCG,new-south-wales-state-championship-2023-359,118,False
360,Fargo WCQ Regional,United States,2023-05-20,,TCG,fargo-wcq-regional-360,120,False
361,Richmond WCQ Regional (CYAC),United States,2023-05-21,Terrell Lemar Locks,TCG,richmond-wcq-regional-cyac-361,400,True
362,Minneapolis WCQ Regional,United States,2023-05-21,Brooke Mason,TCG,minneapolis-wcq-regional-362,320,False
363,Las Vegas WCQ Regional (CYAC),United States,2023-05-20,Tamir Brown,TCG,las-vegas-wcq-regional-cyac-363,220,False
364,Austria National Championship 2023,Austria,2023-05-20,An Qi Xu,TCG,austria-national-championship-2023-364,300,False
365,Belgium National Championship 2023,Belgium,2023-05-20,Christophe Faite,TCG,belgium-national-championship-2023-365,198,False
366,South Island State Championship 2023,New Zealand,2023-05-20,Andrew Doodson,TCG,south-island-state-championship-2023-366,50,False
367,Christchurch WCQ Regional,New Zealand,2023-05-21,Kezza D.,TCG,christchurch-wcq-regional-367,40,True
368,Duluth WCQ Regional,United States,2023-05-21,Ashik Nabit,TCG,duluth-wcq-regional-368,400,True
369,Fredericton WCQ Regional,Canada,2023-05-20,,TCG,fredericton-wcq-regional-369,100,False
370,Mexico National Championship 2023,Mexico,2023-05-20,Edgar Cabanas,TCG,mexico-national-championship-2023-370,600,True
371,Schio WCQ Regional,Italy,2023-05-21,,TCG,schio-wcq-regional-371,128,False
372,Colombia National Championship 2023,Colombia,2023-05-21,Marco Lopez,TCG,colombia-national-championship-2023-372,300,False
373,Burnaby WCQ Regional,Canada,2023-05-21,,TCG,burnaby-wcq-regional-373,100,False
374,Honolulu WCQ Regional,United States,2023-05-27,,TCG,honolulu-wcq-regional-374,100,True
375,Albuquerque WCQ Regional,United States,2023-05-27,,TCG,albuquerque-wcq-regional-375,160,True
376,Oklahoma WCQ Regional,United States,2023-05-27,Nathaniel Martinez,TCG,oklahoma-wcq-regional-376,250,True
377,Regina WCQ Regional,Canada,2023-05-28,,TCG,regina-wcq-regional-377,26,False
378,Vancouver WCQ Regional,Canada,2023-05-21,,TCG,vancouver-wcq-regional-378,300,True
379,Panama National Championship 2023,Panama,2023-05-21,Carlos De Gracia,TCG,panama-national-championship-2023-379,200,False
380,UK National Championship 2023,United Kingdom,2023-05-27,Danny Khan,TCG,uk-national-championship-2023-380,1022,False
382,Magdeburg WCQ Regional,Germany,2023-05-27,Kai Czora,TCG,magdeburg-wcq-regional-382,65,False
383,YCS Philadelphia,United States,2023-05-28,Denis Nadas,TCG,ycs-philadelphia-383,2265,False
384,Master Circuit Series Week 16,United States,2023-05-27,SubToRoark,Master Duel,master-circuit-series-week-16-384,140,False
385,Peru National Championship 2023,Peru,2023-05-27,Joseph Mendez,TCG,peru-national-championship-2023-385,486,False
386,St. Louis WCQ Regional,United States,2022-08-06,Mike Thomas,TCG,st-louis-wcq-regional-386,87,True
387,Fort Worth WCQ Regional,United States,2022-08-06,RJ,TCG,fort-worth-wcq-regional-387,103,True
388,Vancouver WCQ Regional,Canada,2022-08-14,,TCG,vancouver-wcq-regional-388,76,True
389,Modena WCQ Regional,Italy,2022-11-06,,TCG,modena-wcq-regional-389,56,True
390,Chile WCQ Regional,Chile,2022-09-03,Nicolás Del Campo,TCG,chile-wcq-regional-390,43,True
391,Finland National Championship 2023,Finland,2023-05-27,Janis Bernhards,TCG,finland-national-championship-2023-391,51,False
392,Hungary National Championship 2023,Hungary,2023-05-27,Oros Máté,TCG,hungary-national-championship-2023-392,143,False
393,Ecuador National Championship 2023,Ecuador,2023-05-21,,TCG,ecuador-national-championship-2023-393,310,True
394,South Africa State Championship 2023,South Africa,2023-05-27,,TCG,south-africa-state-championship-2023-394,100,False
395,Melbourne WCQ Regional,Australia,2023-05-28,Kai Ngu,TCG,melbourne-wcq-regional-395,95,False
396,Arnhem WCQ Regional,Netherlands,2023-05-28,,TCG,arnhem-wcq-regional-396,109,False
397,Edmonton WCQ Regional,Canada,2023-05-20,,TCG,edmonton-wcq-regional-397,120,False
398,Slovenia National Championship 2023,Slovenia,2023-06-03,Urban Kastelic,TCG,slovenia-national-championship-2023-398,112,False
399,Oldenburg WCQ Regional,Germany,2022-10-01,Zio Mundry,TCG,oldenburg-wcq-regional-399,56,True
400,Argentina WCQ Regional,Argentina,2022-09-03,,TCG,argentina-wcq-regional-400,45,True
401,Columbus WCQ Regional,United States,2022-08-06,Charley Futch,TCG,columbus-wcq-regional-401,98,True
402,Edison WCQ Regional,United States,2022-08-06,Sajidul Chowdury,TCG,edison-wcq-regional-402,108,True
403,Toronto WCQ Regional,Canada,2022-08-06,Mert Ozbek,TCG,toronto-wcq-regional-403,78,True
404,Zaragoza WCQ Regional,Spain,2022-06-26,Jordi Wang,TCG,zaragoza-wcq-regional-404,48,True
405,Netherlands National Championship 2023,Netherlands,2023-06-03,Baptiste Derouin,TCG,netherlands-national-championship-2023-405,348,False
406,Italy National Championship 2023,Italy,2023-06-03,Lorenzo Muselli,TCG,italy-national-championship-2023-406,1643,False
407,Los Angeles WCQ Regional,United States,2023-06-03,Khoa Phan,TCG,los-angeles-wcq-regional-407,399,False
408,Fort Worth WCQ Regional,United States,2023-06-03,Denis Nadas,TCG,fort-worth-wcq-regional-408,400,False
409,Missouri WCQ Regional,United States,2023-06-03,Christopher Rice,TCG,missouri-wcq-regional-409,170,False
410,Dominican Republic National Championship 2023,Dominican Republic,2023-05-21,Giancarlos Valdez,TCG,dominican-republic-national-championship-2023-410,200,False
411,Springfield WCQ Regional,United States,2023-06-04,Joe Giorlando,TCG,springfield-wcq-regional-411,340,False
412,Argentina National Championship 2023,Argentina,2023-06-03,Julian Jimenez,TCG,argentina-national-championship-2023-412,504,False
413,Vigo WCQ Regional,Spain,2023-06-06,Julio Valls,TCG,vigo-wcq-regional-413,40,False
414,Trinidad and Tobago National Championship 2023,Trinidad and Tobago,2023-06-03,Ajay Sieunarine,TCG,trinidad-and-tobago-national-championship-2023-414,306,False
415,Roma WCQ Regional,Italy,2023-05-21,Alessandro Fontana,TCG,roma-wcq-regional-415,104,False
416,Chile National Championship 2023,Chile,2023-06-03,,TCG,chile-national-championship-2023-416,462,False
417,Venezuela National Championship 2023,Venezuela,2023-05-20,Carlos Eduardo Hung Tineo,TCG,venezuela-national-championship-2023-417,200,False
418,Philadelphia WCQ Regional,United States,2023-06-10,Jack Corcoran,TCG,philadelphia-wcq-regional-418,388,False
419,Boca Raton WCQ Regional,United States,2023-06-10,Lars B.,TCG,boca-raton-wcq-regional-419,214,False
420,Louisville WCQ Regional,United States,2023-06-10,Elijah Green,TCG,louisville-wcq-regional-420,360,False
421,Halifax WCQ Regional,Canada,2023-06-10,Josh K.,TCG,halifax-wcq-regional-421,100,False
422,Toronto WCQ Regional,Canada,2023-06-10,Justin Tang,TCG,toronto-wcq-regional-422,380,True
423,Houston WCQ Regional,United States,2023-06-10,Robert VanBuren,TCG,houston-wcq-regional-423,456,False
424,Layton WCQ Regional,United States,2023-06-10,Kody Manabe,TCG,layton-wcq-regional-424,240,False
425,Master Circuit Series Invitational,United States,2023-06-10,Hei,Master Duel,master-circuit-series-invitational-425,160,False
426,Crema WCQ Regional,Italy,2023-03-19,Bertu,TCG,crema-wcq-regional-426,56,True
427,Ravenna WCQ Regional,Italy,2023-01-29,Francesco Ercolani,TCG,ravenna-wcq-regional-427,45,True
428,Aversa WCQ Regional,Italy,2023-01-28,Alfredo Orlando,TCG,aversa-wcq-regional-428,42,True
429,Manchester WCQ Regional,United Kingdom,2023-03-25,Jamie Ormerod,TCG,manchester-wcq-regional-429,78,True
430,Salem WCQ Regional,United States,2023-03-25,Connor Rosenstein,TCG,salem-wcq-regional-430,87,True
431,Jumet WCQ Regional,Belgium,2023-02-25,Ugo Thys,TCG,jumet-wcq-regional-431,54,True
432,Barcelona WCQ Regional,Spain,2022-10-09,Julio Valls,TCG,barcelona-wcq-regional-432,61,True
433,Olbia WCQ Regional,Italy,2022-09-18,Luca Moi,TCG,olbia-wcq-regional-433,49,True
434,France National Championship 2023,France,2023-06-10,Tristan Rémond,TCG,france-national-championship-2023-434,2024,False
435,Denmark National Championship 2023,Denmark,2023-06-10,Anton Hjollund,TCG,denmark-national-championship-2023-435,138,False
436,Central America WCQ 2023,Mexico,2023-06-09,Carlos Jesus Mercado,TCG,central-america-wcq-2023-436,900,True
437,Providence WCQ Regional,United States,2023-06-10,,TCG,providence-wcq-regional-437,200,False
438,NZ North Island State Championship,New Zealand,2023-06-10,Sinisa Blazic,TCG,nz-north-island-state-championship-438,100,False
439,Norwich WCQ Regional,United Kingdom,2023-03-26,,TCG,norwich-wcq-regional-439,67,True
