banlist_id,card_id,card_name,status
46,11110587,That Grass Looks Greener,Forbidden
46,11877465,Evigishki Mind Augus,Limited
46,12580477,Raigeki,Limited
46,12958919,Phantom Skyblaster,Limited
46,14087893,Book of Moon,Limited
46,14536035,Dark Grepher,Limited
46,14733538,Draco Face-Off,Limited
46,15341821,Dandylion,Forbidden
46,15854426,Divine Wind of Mist Valley,Limited
46,16188701,Lady Debug,Limited
46,16226786,Night Assailant,Limited
46,17078030,Wall of Revealing Light,Limited
46,17330916,Performapal Monkeyboard,Forbidden
46,17375316,Confiscation,Forbidden
46,17412721,Elder Entity Norden,Forbidden
46,18144507,Harpie's Feather Duster,Forbidden
46,18239909,"Ignister Prominence, the Blasting Dracoslayer",Limited
46,18326736,Tellarknight Ptolemaeus,Forbidden
46,19613556,Heavy Storm,Forbidden
46,20366274,El Shaddoll Construct,Limited
46,20663556,Substitoad,Forbidden
46,20758643,"Graff, Malebranche of the Burning Abyss",Limited
46,21377582,"Master Peace, the True Dracoslaying King",Forbidden
46,21593977,Makyura the Destructor,Forbidden
46,22593417,Topologic Gumblar Dragon,Forbidden
46,22842126,Pantheism of the Monarchs,Limited
46,23434538,"Maxx ""C""",Forbidden
46,23557835,Dimension Fusion,Forbidden
46,23558733,Phoenixian Cluster Amaryllis,Forbidden
46,24094258,Heavymetalfoes Electrumite,Limited
46,25862681,Ancient Fairy Dragon,Forbidden
46,26400609,"Tidal, Dragon Ruler of Waterfalls",Forbidden
46,27174286,Return from the Different Dimension,Forbidden
46,27552504,"Beatrice, Lady of the Eternal",Limited
46,27770341,Super Rejuvenation,Forbidden
46,27970830,Gateway of the Six,Limited
46,28297833,Necroface,Semi-Limited
46,28566710,Last Turn,Forbidden
46,28985331,Armageddon Knight,Limited
46,30241314,Macro Cosmos,Limited
46,30539496,"True King Lithosagym, the Disaster",Forbidden
46,31178212,Majespecter Unicorn - Kirin,Forbidden
46,32723153,Magical Explosion,Limited
46,32807846,Reinforcement of the Army,Limited
46,33184167,Tribe-Infecting Virus,Forbidden
46,33396948,Exodia the Forbidden One,Limited
46,33508719,Morphing Jar,Limited
46,33782437,One Day of Peace,Limited
46,34086406,Lavalval Chain,Forbidden
46,34124316,Cyber Jar,Forbidden
46,34206604,Magical Scientist,Forbidden
46,34906152,Mass Driver,Forbidden
46,35059553,Kaiser Colosseum,Forbidden
46,35125879,True King's Return,Limited
46,35316708,Time Seal,Forbidden
46,39064822,Knightmare Goblin,Forbidden
46,39512984,Gem-Knight Master Diamond,Limited
46,40044918,Elemental HERO Stratos,Limited
46,40318957,Performapal Skullcrobat Joker,Forbidden
46,41420027,Solemn Judgment,Limited
46,41482598,Mirage of Nightmare,Forbidden
46,42703248,Giant Trunade,Forbidden
46,42829885,The Forceful Sentry,Forbidden
46,43040603,Monster Gate,Limited
46,43387895,Supreme King Dragon Starving Venom,Forbidden
46,44519536,Left Leg of the Forbidden One,Limited
46,44763025,Delinquent Duo,Forbidden
46,44910027,Victory Dragon,Forbidden
46,45222299,Evigishki Gustkraken,Limited
46,45305419,Symbol of Heritage,Limited
46,45986603,Snatch Steal,Forbidden
46,46411259,Metamorphosis,Forbidden
46,46448938,Spellbook of Judgment,Forbidden
46,48063985,Ritual Beast Ulti-Cannahawk,Limited
46,48130397,Super Polymerization,Semi-Limited
46,48905153,Zoodiac Drident,Forbidden
46,49684352,Double Iris Magician,Forbidden
46,52340444,Sky Striker Mecha - Hornet Drones,Limited
46,52687916,"Trishula, Dragon of the Ice Barrier",Limited
46,53129443,Dark Hole,Limited
46,53804307,"Blaster, Dragon Ruler of Infernos",Forbidden
46,54447022,Soul Charge,Forbidden
46,54631665,SPYRAL Resort,Limited
46,54719828,Number 16: Shock Master,Forbidden
46,55144522,Pot of Greed,Forbidden
46,55623480,Fairy Tail - Snow,Forbidden
46,57143342,"Cir, Malebranche of the Burning Abyss",Limited
46,57421866,Level Eater,Forbidden
46,57585212,Self-Destruct Button,Forbidden
46,57953380,Card of Safe Return,Forbidden
46,58577036,Reasoning,Limited
46,58820923,Number 95: Galaxy-Eyes Dark Matter Dragon,Forbidden
46,58984738,"Dinomight Knight, the True Dracofighter",Limited
46,60682203,Cold Wave,Forbidden
46,61665245,Summon Sorceress,Forbidden
46,61740673,Imperial Order,Limited
46,63288573,Sky Striker Ace - Kagari,Limited
46,63504681,Number 86: Heroic Champion - Rhongomyniad,Forbidden
46,64034255,Genex Ally Birdman,Limited
46,64697231,Trap Dustshoot,Forbidden
46,65192027,Dark Armed Dragon,Limited
46,65518099,Qliphort Scout,Limited
46,65536818,"Denglong, First of the Yang Zing",Forbidden
46,66957584,Infernity Launcher,Limited
46,67169062,Pot of Avarice,Forbidden
46,67616300,Chicken Game,Forbidden
46,67723438,Emergency Teleport,Limited
46,68184115,Inzektor Dragonfly,Limited
46,68819554,Performage Damage Juggler,Limited
46,69015963,Cyber-Stein,Limited
46,69243953,Butterfly Dagger - Elma,Forbidden
46,70368879,Upstart Goblin,Limited
46,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
46,70828912,Premature Burial,Forbidden
46,70903634,Right Arm of the Forbidden One,Limited
46,71344451,Slash Draw,Limited
46,71650854,Magical Mid-Breaker Field,Limited
46,72405967,Royal Tribute,Limited
46,72892473,Card Destruction,Limited
46,73468603,Set Rotation,Limited
46,73599290,Soul Drain,Limited
46,73628505,Terraforming,Semi-Limited
46,73915051,Scapegoat,Limited
46,74191942,Painful Choice,Forbidden
46,74586817,PSY-Framelord Omega,Limited
46,74845897,Rekindling,Limited
46,75500286,Gold Sarcophagus,Limited
46,75732622,Grinder Golem,Forbidden
46,76794549,Astrograph Sorcerer,Forbidden
46,78080961,SPYRAL Quik-Fix,Limited
46,78706415,Fiber Jar,Forbidden
46,78868119,Deep Sea Diva,Limited
46,78872731,Zoodiac Ratpier,Limited
46,79106360,Morphing Jar #2,Forbidden
46,79571449,Graceful Charity,Forbidden
46,80604092,Ultimate Offering,Forbidden
46,81122844,Wind-Up Carrier Zenmaity,Forbidden
46,81275020,Speedroid Terrortop,Limited
46,81439173,Foolish Burial,Limited
46,81674782,Dimensional Fissure,Limited
46,82301904,Chaos Emperor Dragon - Envoy of the End,Limited
46,82732705,Skill Drain,Limited
46,83764719,Monster Reborn,Limited
46,84749824,Solemn Warning,Limited
46,85115440,Zoodiac Broadbull,Forbidden
46,85602018,Last Will,Forbidden
46,88071625,The Tyrant Neptune,Forbidden
46,88264978,Red-Eyes Darkness Metal Dragon,Limited
46,89399912,"Tempest, Dragon Ruler of Storms",Forbidden
46,89463537,Nekroz of Unicore,Limited
46,90307777,"Shurit, Strategist of the Nekroz",Limited
46,90411554,"Redox, Dragon Ruler of Boulders",Forbidden
46,91623717,Chain Strike,Limited
46,92746535,"Luster Pendulum, the Dracoslayer",Semi-Limited
46,93016201,Royal Oppression,Forbidden
46,93369354,Fishborg Blaster,Forbidden
46,94220427,Rank-Up-Magic Argent Chaos Force,Forbidden
46,95308449,Final Countdown,Limited
46,96570609,Ehther the Heavenly Monarch,Limited
46,96782886,Mind Master,Forbidden
46,99177923,Infernity Archfiend,Limited
47,581014,Daigusto Emeral,Limited
47,2295440,One for One,Limited
47,3078576,Yata-Garasu,Forbidden
47,3280747,Sixth Sense,Forbidden
47,3298689,The Phantom Knights' Rank-Up-Magic Launch,Forbidden
47,4031928,Change of Heart,Forbidden
47,4423206,M-X-Saber Invoker,Forbidden
47,4474060,SPYRAL GEAR - Drone,Limited
47,5043010,Firewall Dragon,Forbidden
47,5592689,Samsara Lotus,Forbidden
47,5851097,Vanity's Emptiness,Forbidden
47,7394770,Brilliant Fusion,Limited
47,7563579,Performage Plushfire,Forbidden
47,7902349,Left Arm of the Forbidden One,Limited
47,8124921,Right Leg of the Forbidden One,Limited
47,8903700,Djinn Releaser of Rituals,Forbidden
47,8949584,A Hero Lives,Limited
47,9411399,Destiny HERO - Malicious,Semi-Limited
47,9929398,Blackwing - Gofu the Vague Shadow,Forbidden
47,10389142,Number 42: Galaxy Tomahawk,Forbidden
47,10802915,Tour Guide From the Underworld,Limited
47,11110587,That Grass Looks Greener,Forbidden
47,11877465,Evigishki Mind Augus,Limited
47,12580477,Raigeki,Limited
47,12958919,Phantom Skyblaster,Limited
47,14087893,Book of Moon,Limited
47,14536035,Dark Grepher,Limited
47,14733538,Draco Face-Off,Limited
47,15341821,Dandylion,Forbidden
47,15854426,Divine Wind of Mist Valley,Limited
47,16188701,Lady Debug,Limited
47,16226786,Night Assailant,Limited
47,17078030,Wall of Revealing Light,Limited
47,17330916,Performapal Monkeyboard,Forbidden
47,17375316,Confiscation,Forbidden
47,17412721,Elder Entity Norden,Forbidden
47,18144507,Harpie's Feather Duster,Forbidden
47,18239909,"Ignister Prominence, the Blasting Dracoslayer",Limited
47,18326736,Tellarknight Ptolemaeus,Forbidden
47,19613556,Heavy Storm,Forbidden
47,20366274,El Shaddoll Construct,Limited
47,20663556,Substitoad,Forbidden
47,20758643,"Graff, Malebranche of the Burning Abyss",Limited
47,21377582,"Master Peace, the True Dracoslaying King",Forbidden
47,21593977,Makyura the Destructor,Forbidden
47,22593417,Topologic Gumblar Dragon,Forbidden
47,22842126,Pantheism of the Monarchs,Limited
47,23434538,"Maxx ""C""",Forbidden
47,23557835,Dimension Fusion,Forbidden
47,23558733,Phoenixian Cluster Amaryllis,Forbidden
47,24010609,Sky Striker Mecha Modules - Multirole,Limited
47,24094258,Heavymetalfoes Electrumite,Limited
47,25862681,Ancient Fairy Dragon,Forbidden
47,26400609,"Tidal, Dragon Ruler of Waterfalls",Forbidden
47,26692769,The Phantom Knights of Rusty Bardiche,Forbidden
47,26889158,Salamangreat Gazelle,Limited
47,27174286,Return from the Different Dimension,Forbidden
47,27552504,"Beatrice, Lady of the Eternal",Limited
47,27770341,Super Rejuvenation,Forbidden
47,27970830,Gateway of the Six,Limited
47,28297833,Necroface,Semi-Limited
47,28566710,Last Turn,Forbidden
47,28985331,Armageddon Knight,Limited
47,30241314,Macro Cosmos,Limited
47,30539496,"True King Lithosagym, the Disaster",Forbidden
47,31178212,Majespecter Unicorn - Kirin,Forbidden
47,32723153,Magical Explosion,Limited
47,32807846,Reinforcement of the Army,Limited
47,33184167,Tribe-Infecting Virus,Forbidden
47,33396948,Exodia the Forbidden One,Limited
47,33508719,Morphing Jar,Limited
47,33782437,One Day of Peace,Limited
47,34086406,Lavalval Chain,Forbidden
47,34124316,Cyber Jar,Forbidden
47,34206604,Magical Scientist,Forbidden
47,34906152,Mass Driver,Forbidden
47,35059553,Kaiser Colosseum,Forbidden
47,35125879,True King's Return,Limited
47,35316708,Time Seal,Forbidden
47,35371948,Trickstar Light Stage,Limited
47,39064822,Knightmare Goblin,Forbidden
47,39512984,Gem-Knight Master Diamond,Limited
47,40044918,Elemental HERO Stratos,Semi-Limited
47,40318957,Performapal Skullcrobat Joker,Forbidden
47,41482598,Mirage of Nightmare,Forbidden
47,42703248,Giant Trunade,Forbidden
47,42790071,Altergeist Multifaker,Limited
47,42829885,The Forceful Sentry,Forbidden
47,43387895,Supreme King Dragon Starving Venom,Forbidden
47,43694650,Danger!? Jackalope?,Semi-Limited
47,44519536,Left Leg of the Forbidden One,Limited
47,44763025,Delinquent Duo,Forbidden
47,44910027,Victory Dragon,Forbidden
47,45222299,Evigishki Gustkraken,Limited
47,45305419,Symbol of Heritage,Limited
47,45986603,Snatch Steal,Forbidden
47,46411259,Metamorphosis,Forbidden
47,46448938,Spellbook of Judgment,Forbidden
47,48063985,Ritual Beast Ulti-Cannahawk,Limited
47,48905153,Zoodiac Drident,Forbidden
47,49684352,Double Iris Magician,Forbidden
47,51858306,Eclipse Wyvern,Forbidden
47,52155219,Salamangreat Circle,Limited
47,52340444,Sky Striker Mecha - Hornet Drones,Limited
47,53804307,"Blaster, Dragon Ruler of Infernos",Forbidden
47,54447022,Soul Charge,Forbidden
47,54631665,SPYRAL Resort,Limited
47,54719828,Number 16: Shock Master,Forbidden
47,55144522,Pot of Greed,Forbidden
47,55623480,Fairy Tail - Snow,Forbidden
47,57143342,"Cir, Malebranche of the Burning Abyss",Limited
47,57421866,Level Eater,Forbidden
47,57585212,Self-Destruct Button,Forbidden
47,57953380,Card of Safe Return,Forbidden
47,58577036,Reasoning,Limited
47,58820923,Number 95: Galaxy-Eyes Dark Matter Dragon,Forbidden
47,58984738,"Dinomight Knight, the True Dracofighter",Limited
47,60682203,Cold Wave,Forbidden
47,61665245,Summon Sorceress,Forbidden
47,61740673,Imperial Order,Limited
47,61901281,Black Dragon Collapserpent,Limited
47,63288573,Sky Striker Ace - Kagari,Limited
47,63504681,Number 86: Heroic Champion - Rhongomyniad,Forbidden
47,64034255,Genex Ally Birdman,Limited
47,64697231,Trap Dustshoot,Forbidden
47,65192027,Dark Armed Dragon,Limited
47,65536818,"Denglong, First of the Yang Zing",Forbidden
47,66957584,Infernity Launcher,Limited
47,67169062,Pot of Avarice,Forbidden
47,67616300,Chicken Game,Forbidden
47,67723438,Emergency Teleport,Limited
47,68184115,Inzektor Dragonfly,Semi-Limited
47,68819554,Performage Damage Juggler,Semi-Limited
47,69015963,Cyber-Stein,Limited
47,69243953,Butterfly Dagger - Elma,Forbidden
47,70368879,Upstart Goblin,Limited
47,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
47,70711847,Danger! Nessie!,Semi-Limited
47,70828912,Premature Burial,Forbidden
47,70903634,Right Arm of the Forbidden One,Limited
47,71344451,Slash Draw,Limited
47,71650854,Magical Mid-Breaker Field,Limited
47,72405967,Royal Tribute,Semi-Limited
47,72892473,Card Destruction,Limited
47,73468603,Set Rotation,Limited
47,73599290,Soul Drain,Limited
47,73628505,Terraforming,Limited
47,73915051,Scapegoat,Limited
47,74191942,Painful Choice,Forbidden
47,74586817,PSY-Framelord Omega,Limited
47,75500286,Gold Sarcophagus,Limited
47,75732622,Grinder Golem,Forbidden
47,76794549,Astrograph Sorcerer,Forbidden
47,78080961,SPYRAL Quik-Fix,Limited
47,78706415,Fiber Jar,Forbidden
47,78868119,Deep Sea Diva,Limited
47,78872731,Zoodiac Ratpier,Limited
47,79106360,Morphing Jar #2,Forbidden
47,79571449,Graceful Charity,Forbidden
47,80604092,Ultimate Offering,Forbidden
47,81122844,Wind-Up Carrier Zenmaity,Forbidden
47,81275020,Speedroid Terrortop,Limited
47,81439173,Foolish Burial,Limited
47,81674782,Dimensional Fissure,Limited
47,82301904,Chaos Emperor Dragon - Envoy of the End,Semi-Limited
47,82732705,Skill Drain,Limited
47,83764719,Monster Reborn,Limited
47,84749824,Solemn Warning,Limited
47,85115440,Zoodiac Broadbull,Forbidden
47,85602018,Last Will,Forbidden
47,88071625,The Tyrant Neptune,Forbidden
47,88264978,Red-Eyes Darkness Metal Dragon,Limited
47,89208725,Metaverse,Limited
47,89399912,"Tempest, Dragon Ruler of Storms",Limited
47,89463537,Nekroz of Unicore,Limited
47,90307777,"Shurit, Strategist of the Nekroz",Semi-Limited
47,90411554,"Redox, Dragon Ruler of Boulders",Forbidden
47,91623717,Chain Strike,Limited
47,93016201,Royal Oppression,Forbidden
47,93369354,Fishborg Blaster,Forbidden
47,94220427,Rank-Up-Magic Argent Chaos Force,Forbidden
47,95308449,Final Countdown,Limited
47,96570609,Ehther the Heavenly Monarch,Semi-Limited
47,96782886,Mind Master,Forbidden
47,99177923,Infernity Archfiend,Limited
47,99234526,White Dragon Wyverburster,Limited
47,99745551,Danger!? Tsuchinoko?,Semi-Limited
48,581014,Daigusto Emeral,Limited
48,2295440,One for One,Limited
48,3078576,Yata-Garasu,Forbidden
48,3280747,Sixth Sense,Forbidden
48,3298689,The Phantom Knights' Rank-Up-Magic Launch,Forbidden
48,3679218,Knightmare Mermaid,Forbidden
48,4031928,Change of Heart,Forbidden
48,4423206,M-X-Saber Invoker,Forbidden
48,4474060,SPYRAL GEAR - Drone,Limited
48,5043010,Firewall Dragon,Forbidden
48,5592689,Samsara Lotus,Forbidden
48,5851097,Vanity's Emptiness,Forbidden
48,7394770,Brilliant Fusion,Limited
48,7563579,Performage Plushfire,Forbidden
48,7902349,Left Arm of the Forbidden One,Limited
48,8124921,Right Leg of the Forbidden One,Limited
48,8903700,Djinn Releaser of Rituals,Forbidden
48,8949584,A Hero Lives,Limited
48,9929398,Blackwing - Gofu the Vague Shadow,Forbidden
48,10389142,Number 42: Galaxy Tomahawk,Forbidden
48,10802915,Tour Guide From the Underworld,Limited
48,11110587,That Grass Looks Greener,Forbidden
48,11877465,Evigishki Mind Augus,Limited
48,12580477,Raigeki,Limited
48,12958919,Phantom Skyblaster,Limited
48,14087893,Book of Moon,Limited
48,14536035,Dark Grepher,Limited
48,14733538,Draco Face-Off,Limited
48,15341821,Dandylion,Forbidden
48,15854426,Divine Wind of Mist Valley,Limited
48,16188701,Lady Debug,Limited
48,16226786,Night Assailant,Limited
48,17078030,Wall of Revealing Light,Limited
48,17330916,Performapal Monkeyboard,Forbidden
48,17375316,Confiscation,Forbidden
48,17412721,Elder Entity Norden,Forbidden
48,18144507,Harpie's Feather Duster,Forbidden
48,18239909,"Ignister Prominence, the Blasting Dracoslayer",Limited
48,18326736,Tellarknight Ptolemaeus,Forbidden
48,19613556,Heavy Storm,Forbidden
48,20663556,Substitoad,Forbidden
48,20758643,"Graff, Malebranche of the Burning Abyss",Limited
48,21377582,"Master Peace, the True Dracoslaying King",Forbidden
48,21593977,Makyura the Destructor,Forbidden
48,22593417,Topologic Gumblar Dragon,Forbidden
48,22842126,Pantheism of the Monarchs,Limited
48,23434538,"Maxx ""C""",Forbidden
48,23557835,Dimension Fusion,Forbidden
48,23558733,Phoenixian Cluster Amaryllis,Forbidden
48,24010609,Sky Striker Mecha Modules - Multirole,Limited
48,24094258,Heavymetalfoes Electrumite,Limited
48,25862681,Ancient Fairy Dragon,Forbidden
48,26400609,"Tidal, Dragon Ruler of Waterfalls",Forbidden
48,26692769,The Phantom Knights of Rusty Bardiche,Forbidden
48,26889158,Salamangreat Gazelle,Limited
48,27174286,Return from the Different Dimension,Forbidden
48,27552504,"Beatrice, Lady of the Eternal",Limited
48,27970830,Gateway of the Six,Limited
48,28297833,Necroface,Semi-Limited
48,28566710,Last Turn,Forbidden
48,28985331,Armageddon Knight,Limited
48,30241314,Macro Cosmos,Limited
48,30539496,"True King Lithosagym, the Disaster",Forbidden
48,31178212,Majespecter Unicorn - Kirin,Forbidden
48,32723153,Magical Explosion,Limited
48,32807846,Reinforcement of the Army,Limited
48,33184167,Tribe-Infecting Virus,Forbidden
48,33396948,Exodia the Forbidden One,Limited
48,33508719,Morphing Jar,Limited
48,33782437,One Day of Peace,Limited
48,34086406,Lavalval Chain,Forbidden
48,34124316,Cyber Jar,Forbidden
48,34206604,Magical Scientist,Forbidden
48,34906152,Mass Driver,Forbidden
48,35059553,Kaiser Colosseum,Forbidden
48,35125879,True King's Return,Limited
48,35316708,Time Seal,Forbidden
48,35371948,Trickstar Light Stage,Limited
48,39064822,Knightmare Goblin,Forbidden
48,39512984,Gem-Knight Master Diamond,Limited
48,40318957,Performapal Skullcrobat Joker,Forbidden
48,41482598,Mirage of Nightmare,Forbidden
48,42703248,Giant Trunade,Forbidden
48,42790071,Altergeist Multifaker,Limited
48,42829885,The Forceful Sentry,Forbidden
48,43387895,Supreme King Dragon Starving Venom,Forbidden
48,43694650,Danger!? Jackalope?,Semi-Limited
48,44519536,Left Leg of the Forbidden One,Limited
48,44763025,Delinquent Duo,Forbidden
48,44910027,Victory Dragon,Forbidden
48,45222299,Evigishki Gustkraken,Limited
48,45305419,Symbol of Heritage,Limited
48,45986603,Snatch Steal,Forbidden
48,46411259,Metamorphosis,Forbidden
48,46448938,Spellbook of Judgment,Forbidden
48,48063985,Ritual Beast Ulti-Cannahawk,Limited
48,48905153,Zoodiac Drident,Forbidden
48,49684352,Double Iris Magician,Forbidden
48,51858306,Eclipse Wyvern,Forbidden
48,52155219,Salamangreat Circle,Limited
48,52340444,Sky Striker Mecha - Hornet Drones,Limited
48,53804307,"Blaster, Dragon Ruler of Infernos",Forbidden
48,54447022,Soul Charge,Forbidden
48,54631665,SPYRAL Resort,Limited
48,54719828,Number 16: Shock Master,Forbidden
48,55144522,Pot of Greed,Forbidden
48,55623480,Fairy Tail - Snow,Forbidden
48,57143342,"Cir, Malebranche of the Burning Abyss",Limited
48,57421866,Level Eater,Forbidden
48,57585212,Self-Destruct Button,Forbidden
48,57953380,Card of Safe Return,Forbidden
48,58577036,Reasoning,Limited
48,58820923,Number 95: Galaxy-Eyes Dark Matter Dragon,Forbidden
48,58984738,"Dinomight Knight, the True Dracofighter",Limited
48,59537380,Guardragon Agarpain,Forbidden
48,60682203,Cold Wave,Forbidden
48,61665245,Summon Sorceress,Forbidden
48,61740673,Imperial Order,Limited
48,61901281,Black Dragon Collapserpent,Limited
48,63288573,Sky Striker Ace - Kagari,Limited
48,63504681,Number 86: Heroic Champion - Rhongomyniad,Forbidden
48,64034255,Genex Ally Birdman,Limited
48,64697231,Trap Dustshoot,Forbidden
48,65192027,Dark Armed Dragon,Semi-Limited
48,65536818,"Denglong, First of the Yang Zing",Forbidden
48,66957584,Infernity Launcher,Limited
48,67169062,Pot of Avarice,Forbidden
48,67616300,Chicken Game,Forbidden
48,67723438,Emergency Teleport,Limited
48,68819554,Performage Damage Juggler,Semi-Limited
48,69015963,Cyber-Stein,Limited
48,69243953,Butterfly Dagger - Elma,Forbidden
48,70368879,Upstart Goblin,Limited
48,70583986,"Dewloren, Tiger King of the Ice Barrier",Limited
48,70711847,Danger! Nessie!,Semi-Limited
48,70828912,Premature Burial,Forbidden
48,70903634,Right Arm of the Forbidden One,Limited
48,71344451,Slash Draw,Limited
48,71650854,Magical Mid-Breaker Field,Limited
48,72892473,Card Destruction,Limited
48,73468603,Set Rotation,Limited
48,73599290,Soul Drain,Limited
48,73628505,Terraforming,Limited
48,73915051,Scapegoat,Limited
48,74191942,Painful Choice,Forbidden
48,74586817,PSY-Framelord Omega,Limited
48,75500286,Gold Sarcophagus,Limited
48,75732622,Grinder Golem,Forbidden
48,76794549,Astrograph Sorcerer,Forbidden
48,78080961,SPYRAL Quik-Fix,Limited
48,78706415,Fiber Jar,Forbidden
48,78868119,Deep Sea Diva,Limited
48,78872731,Zoodiac Ratpier,Limited
48,79106360,Morphing Jar #2,Forbidden
48,79571449,Graceful Charity,Forbidden
48,80604092,Ultimate Offering,Forbidden
48,81122844,Wind-Up Carrier Zenmaity,Forbidden
48,81275020,Speedroid Terrortop,Limited
48,81439173,Foolish Burial,Limited
48,81674782,Dimensional Fissure,Limited
48,82732705,Skill Drain,Limited
48,83764719,Monster Reborn,Limited
48,84749824,Solemn Warning,Limited
48,85115440,Zoodiac Broadbull,Forbidden
48,85602018,Last Will,Forbidden
48,88071625,The Tyrant Neptune,Forbidden
48,88264978,Red-Eyes Darkness Metal Dragon,Limited
48,89208725,Metaverse,Limited
48,89399912,"Tempest, Dragon Ruler of Storms",Limited
48,89463537,Nekroz of Unicore,Limited
48,90411554,"Redox, Dragon Ruler of Boulders",Forbidden
48,91623717,Chain Strike,Limited
48,93016201,Royal Oppression,Forbidden
48,93369354,Fishborg Blaster,Forbidden
48,94220427,Rank-Up-Magic Argent Chaos Force,Forbidden
48,95308449,Final Countdown,Limited
48,96782886,Mind Master,Forbidden
48,98338152,Sky Striker Mecha - Widow Anchor,Limited
48,99177923,Infernity Archfiend,Limited
48,99234526,White Dragon Wyverburster,Limited
48,99745551,Danger!? Tsuchinoko?,Semi-Limited
49,581014,Daigusto Emeral,Limited
49,2295440,One for One,Limited
49,3078576,Yata-Garasu,Forbidden
49,3280747,Sixth Sense,Forbidden
49,3679218,Knightmare Mermaid,Forbidden
49,4031928,Change of Heart,Forbidden
49,4423206,M-X-Saber Invoker,Forbidden
49,4474060,SPYRAL GEAR - Drone,Limited
49,5043010,Firewall Dragon,Forbidden
49,5592689,Samsara Lotus,Forbidden
49,5851097,Vanity's Emptiness,Forbidden
49,7394770,Brilliant Fusion,Forbidden
49,7563579,Performage Plushfire,Forbidden
49,7902349,Left Arm of the Forbidden One,Limited
49,8124921,Right Leg of the Forbidden One,Limited
49,8903700,Djinn Releaser of Rituals,Forbidden
49,8949584,A Hero Lives,Limited
49,9929398,Blackwing - Gofu the Vague Shadow,Forbidden
49,10389142,Number 42: Galaxy Tomahawk,Forbidden
49,10802915,Tour Guide From the Underworld,Semi-Limited
49,11110587,That Grass Looks Greener,Forbidden
49,11877465,Evigishki Mind Augus,Limited
49,12580477,Raigeki,Limited
49,12958919,Phantom Skyblaster,Limited
49,13035077,Dragonic Diagram,Limited
49,14536035,Dark Grepher,Limited
49,14733538,Draco Face-Off,Limited
49,15291624,Thunder Dragon Colossus,Forbidden
49,15341821,Dandylion,Forbidden
49,15854426,Divine Wind of Mist Valley,Limited
49,16226786,Night Assailant,Limited
49,17078030,Wall of Revealing Light,Limited
49,17330916,Performapal Monkeyboard,Forbidden
49,17375316,Confiscation,Forbidden
49,17412721,Elder Entity Norden,Forbidden
49,18144507,Harpie's Feather Duster,Forbidden
49,18239909,"Ignister Prominence, the Blasting Dracoslayer",Limited
49,18326736,Tellarknight Ptolemaeus,Forbidden
49,19613556,Heavy Storm,Forbidden
49,20663556,Substitoad,Forbidden
49,20758643,"Graff, Malebranche of the Burning Abyss",Limited
49,21377582,"Master Peace, the True Dracoslaying King",Forbidden
49,21593977,Makyura the Destructor,Forbidden
49,22593417,Topologic Gumblar Dragon,Forbidden
49,22842126,Pantheism of the Monarchs,Limited
49,23002292,Red Reboot,Limited
49,23434538,"Maxx ""C""",Forbidden
49,23557835,Dimension Fusion,Forbidden
49,23558733,Phoenixian Cluster Amaryllis,Forbidden
49,24010609,Sky Striker Mecha Modules - Multirole,Limited
49,24094258,Heavymetalfoes Electrumite,Forbidden
49,24940422,Sekka's Light,Limited
49,25862681,Ancient Fairy Dragon,Forbidden
49,26400609,"Tidal, Dragon Ruler of Waterfalls",Forbidden
49,26692769,The Phantom Knights of Rusty Bardiche,Forbidden
49,26889158,Salamangreat Gazelle,Limited
49,27174286,Return from the Different Dimension,Forbidden
49,27552504,"Beatrice, Lady of the Eternal",Limited
49,27970830,Gateway of the Six,Limited
49,28297833,Necroface,Semi-Limited
49,28566710,Last Turn,Forbidden
49,28985331,Armageddon Knight,Limited
49,30241314,Macro Cosmos,Limited
49,30539496,"True King Lithosagym, the Disaster",Limited
49,31178212,Majespecter Unicorn - Kirin,Forbidden
49,32723153,Magical Explosion,Limited
49,32807846,Reinforcement of the Army,Limited
49,33396948,Exodia the Forbidden One,Limited
49,33508719,Morphing Jar,Limited
49,33782437,One Day of Peace,Limited
49,34086406,Lavalval Chain,Forbidden
49,34124316,Cyber Jar,Forbidden
49,34206604,Magical Scientist,Forbidden
49,34906152,Mass Driver,Forbidden
49,34945480,Outer Entity Azathot,Forbidden
49,35059553,Kaiser Colosseum,Forbidden
49,35125879,True King's Return,Limited
49,35316708,Time Seal,Forbidden
49,35371948,Trickstar Light Stage,Limited
49,37520316,Mind Control,Semi-Limited
49,39064822,Knightmare Goblin,Forbidden
49,39512984,Gem-Knight Master Diamond,Limited
49,40318957,Performapal Skullcrobat Joker,Forbidden
49,41482598,Mirage of Nightmare,Forbidden
49,42703248,Giant Trunade,Forbidden
49,42790071,Altergeist Multifaker,Limited
49,42829885,The Forceful Sentry,Forbidden
49,43387895,Supreme King Dragon Starving Venom,Forbidden
49,43694650,Danger!? Jackalope?,Semi-Limited
49,44519536,Left Leg of the Forbidden One,Limited
49,44763025,Delinquent Duo,Forbidden
49,44910027,Victory Dragon,Forbidden
49,45222299,Evigishki Gustkraken,Limited
49,45305419,Symbol of Heritage,Limited
49,45986603,Snatch Steal,Forbidden
49,46411259,Metamorphosis,Forbidden
